id,creatorsId
67769,11463
67769,2133
67769,12604
67769,16
67769,440
67769,649
67769,12980
67769,9408
67769,360
70156,4430
67727,4430
71323,13081
71323,12814
71323,12426
71323,4300
73013,12763
73013,4600
73013,272
73013,2338
73013,8704
74712,4430
69593,4430
69766,12771
69766,12368
69766,11921
71644,11463
71644,9018
71644,12313
71644,12993
71644,182
71644,10279
69102,12998
69102,592
69102,277
69102,13027
69102,12714
72773,11401
72773,4430
74774,13311
74774,11543
74774,189
74774,12457
74774,13471
73014,12763
73014,4600
73014,272
73014,13061
73014,8704
73014,4074
70974,4430
70289,11401
70289,10581
70289,4430
75198,13069
75198,1827
75198,30
75198,1282
75198,196
75198,4430
71392,11401
71392,12369
71392,4430
71585,5251
71585,820
71585,5022
71585,4600
71585,11487
71585,13015
71135,11937
71135,1103
71135,12968
71135,4430
74762,13567
74762,11680
74762,8822
75034,11401
75034,4430
74792,11401
74792,8652
74792,13270
74792,12457
68251,191
68251,12712
68251,1082
68251,4430
70566,11575
70566,5251
70566,4300
70566,13154
70566,10279
71793,12698
71793,12369
71793,13276
71793,413
71793,8822
71465,12699
71465,12771
71465,12714
71465,1141
71465,12489
71465,8822
74048,13215
74048,2133
74048,1368
74048,12771
74048,13235
74710,4430
73051,12699
73051,13537
73051,13021
73051,10144
73051,13027
71822,11901
71822,12472
71822,12457
71822,13540
71355,12989
71355,5127
71355,10172
71355,11765
71355,552
71355,942
71355,4300
71464,12699
71464,12771
71464,12714
71464,7909
71464,12832
71464,8822
68011,11735
68011,872
68011,7245
68011,13574
68011,12979
68011,2133
68011,5251
68011,182
68011,12983
73412,506
73412,2133
73412,12174
73412,120
73412,13055
73412,13278
69921,11463
69921,11309
69921,12470
69921,4430
70086,5251
70086,13250
70086,774
70086,12376
70086,536
70086,489
70086,13236
71725,11401
71725,5052
71725,3635
71725,4430
72770,11401
72770,13567
72770,721
72770,4430
69764,428
69764,12480
69764,12771
69764,12368
69764,11921
68371,12699
68371,694
68371,942
68371,8504
68371,10144
68371,13027
69094,13053
69094,8648
69094,9224
69094,918
69094,8094
69094,4430
74708,4430
71463,12699
71463,12771
71463,12714
71463,12448
71463,12832
71463,8822
70282,44
70282,6170
70282,16
70282,11757
70282,432
70282,444
70282,4430
71951,1338
71951,13215
71951,13270
71951,13018
71951,12376
71951,13103
71797,12376
71797,13208
71797,12825
71797,13079
73415,11680
73415,12239
73415,7964
73415,12489
73415,8822
73029,13180
73029,5251
73029,13459
73029,4600
73029,12999
73029,13015
68095,11435
68095,13038
68095,12371
68095,4430
71431,13180
71431,12922
71431,12934
71431,12974
71431,13027
71431,12842
70565,11575
70565,5251
70565,4300
70565,13154
70565,10279
67644,5251
67644,4300
67644,4306
67644,13296
67644,13320
67644,11434
68134,10087
68134,1141
68134,5251
68134,13021
68134,13249
68134,4600
68134,12371
74707,4430
68365,13081
68365,13200
68365,5251
68365,10433
68365,5022
68365,1117
68365,11038
71957,13586
71957,8652
71957,12457
71957,13528
71957,918
69930,11463
69930,12376
69930,11309
69930,12974
69340,13106
69340,12902
69340,339
69340,10759
69340,4430
74047,13215
74047,2133
74047,13106
74047,1405
74047,13235
72697,2133
72697,13607
72697,12390
72697,12936
72697,13058
72697,9038
69739,13200
69739,10172
69739,13247
69739,13105
69739,13058
69739,101
69739,12948
69739,13221
74080,12855
74080,13027
74080,8822
74080,12945
74080,13136
71581,663
71581,774
71581,4300
71581,110
71581,12974
71581,7413
70571,5251
70571,322
70571,12716
70571,13046
70571,12838
71462,13074
71462,12699
71462,12771
71462,12714
71462,12489
71462,12832
71462,8822
67997,11901
67997,9018
67997,12120
67997,4430
71312,13180
71312,13200
71312,10023
71312,12765
71312,9081
71312,426
71312,241
71312,12980
70279,986
70279,1129
70279,3975
70279,1292
70279,188
70279,3637
70279,6001
70279,1193
70279,4430
74704,4430
67643,5251
67643,4300
67643,4306
67643,13296
67643,13320
67643,11434
70098,8504
70098,536
70098,12488
70098,13167
70098,12845
73546,2133
73546,13562
73546,12936
73546,13058
73546,13003
73546,12390
71446,5251
71446,12817
71446,4600
71446,13572
71446,13136
71344,13025
71344,12862
71344,12457
71344,13556
71783,1141
71783,430
71783,13471
71783,8728
71783,12978
71783,8822
67696,1141
67696,192
67696,894
67696,72
67696,63
67696,12983
67696,4430
73467,2133
73467,120
73467,13055
73467,11306
73419,12490
73419,2133
73419,13250
73419,13247
73419,2997
73419,519
73419,12983
73419,101
74705,4430
69101,592
69101,277
69101,12392
69101,13027
69101,12714
71584,5251
71584,820
71584,5022
71584,4600
71584,11487
71584,13015
74703,4430
71144,12484
71144,12624
71144,4300
71144,9432
67768,11463
67768,2133
67768,649
67768,454
67768,12980
67768,9408
67768,360
70393,191
70393,2381
70393,1052
70393,600
70393,73
70393,222
70393,10033
70393,208
70393,1082
70393,72
70393,801
70393,5625
70393,803
70393,4430
71876,13137
71876,12993
71876,12457
71876,12991
71876,12489
71876,13449
71876,12822
70418,1
70418,128
70418,73
70418,2
70418,4430
71322,13081
71322,12426
71322,4300
71322,575
71162,10432
71162,4300
71162,13145
71162,12974
71162,13015
71162,13561
73196,12820
73196,12422
73196,13050
73196,234
73196,10023
73196,12934
73196,12759
73196,12390
73196,1141
73196,430
73196,12978
73196,8822
71461,12699
71461,12771
71461,12714
71461,7909
71461,12832
71461,8822
74637,44
74637,13298
74637,13297
74637,10115
74637,428
74637,13027
74637,13235
73446,13558
73446,13017
73446,12376
74702,4430
68288,12846
68288,12551
68288,119
68288,4430
74845,11401
74845,4430
70975,4430
71792,12698
71792,12369
71792,13276
71792,9550
71792,413
71792,8822
70105,1133
70105,13576
70105,13046
70105,12714
70105,13003
68588,13129
68588,2697
68588,11610
68588,7413
68588,425
68588,12371
68588,12945
68588,4430
70413,18
70413,19
70413,4430
73455,2133
73455,120
73455,13055
73455,1005
73455,12494
68604,425
68604,4430
68154,4989
68154,11921
68154,7190
70415,11401
70415,1827
70415,44
70415,1177
70415,271
70415,32
70415,1183
70415,4430
67807,11401
67807,4430
67297,12712
67297,10172
67297,430
67297,12457
67297,4991
67297,13260
67297,1156
71269,13137
71269,12457
71269,12968
73432,2133
73432,12174
73432,120
73432,13055
73432,13554
73510,2133
73510,10136
73510,9364
73510,26
71161,12966
71161,10432
71161,4300
71161,12974
71161,13015
71460,12699
71460,12771
71460,12714
71460,12448
71460,430
71460,8822
71460,758
69496,12864
69496,11401
69496,12298
69496,12966
69496,10432
69496,12444
69496,4430
71829,2133
71829,13046
71829,13575
71829,13004
71829,12994
71950,1338
71950,13215
71950,13270
71950,13018
71950,12376
67177,13180
67177,2133
67177,5251
67177,13552
67177,9233
67177,12494
68131,10087
68131,1141
68131,5251
68131,13021
68131,13249
68131,4600
68131,12371
67870,1004
67870,13069
67870,12803
67870,12376
67870,13207
67870,272
67870,12974
70274,11401
70274,12765
70274,12452
70274,13206
70274,11347
70274,12785
70274,12444
70274,4430
70334,12208
70334,1223
70334,46
70334,180
70334,44
70334,1297
70334,4430
67632,13296
67632,72
67632,11434
67632,4430
70599,5752
70599,64
70599,4430
69225,12313
69225,5251
69225,11748
69225,8027
69225,13232
69372,13081
69372,4995
69372,13299
69372,4430
70281,232
70281,694
70281,1052
70281,295
70281,366
70281,72
70281,4430
71849,5251
71849,13559
71849,12763
71849,12698
71849,13133
71780,11901
71780,13180
71780,1141
71780,13376
71780,12978
71780,8822
71254,12699
71254,11435
71254,12980
71254,13167
71254,11354
71254,13003
71825,12457
71825,13459
71825,12371
71786,12839
71786,12840
71786,1141
71786,430
71786,12978
71786,12369
71786,8822
67642,5251
67642,430
67642,4300
67642,447
67642,72
67642,11434
71796,12376
71796,13208
71796,12825
71796,13079
73028,13180
73028,5251
73028,13459
73028,4600
73028,12999
73028,13015
70325,11735
70325,95
70325,12983
70325,4430
70104,5251
70104,1133
70104,13518
70104,13046
70104,12714
70104,13003
71029,13311
71029,12712
71029,189
71029,12457
71029,13368
71029,8836
73485,12820
73485,12313
73485,1282
73485,13531
73485,474
73200,12738
73200,13066
73200,935
73200,12991
73200,8822
68617,506
68617,12174
68617,63
68617,4430
71580,663
71580,13553
71580,774
71580,4300
71580,110
71580,12974
71580,7413
71459,13074
71459,12699
71459,12771
71459,12714
71459,430
71459,12489
71459,8822
71459,758
67720,10172
67720,8504
67720,425
67720,616
67720,12771
67720,13027
69512,7639
69512,5022
69512,935
69512,4430
70022,12712
70022,1156
70022,4430
70097,8504
70097,536
70097,12488
70097,13167
70097,12845
74045,13215
74045,2133
74045,1368
74045,12771
74045,13235
67140,506
67140,12174
67140,12376
67140,479
67140,13299
67140,12980
67140,63
71339,11765
71339,12993
71339,4300
71339,8825
73625,11901
73625,9018
73625,12457
73625,12120
71183,12472
71183,10172
71183,12239
71183,8901
71183,4600
71183,4544
71036,430
71036,13471
71036,8728
71036,72
71036,8822
69100,12998
69100,592
69100,277
69100,13027
69100,12714
71424,11482
71424,9799
71424,10172
71424,13283
71424,13167
71424,519
70570,5251
70570,322
70570,12716
70570,13046
70570,11961
70570,12838
67923,8542
67923,2133
67923,5251
67923,12803
67923,11579
67923,63
67923,758
71846,10023
71846,12465
71846,1141
71846,5251
71846,4300
71846,442
71160,12966
71160,10432
71160,4300
71160,12974
71160,13015
67296,12712
67296,10445
67296,10172
67296,430
67296,12457
67296,4991
67296,13260
67296,1156
69896,13526
69896,12464
69896,12465
69896,4430
70597,191
70597,24
70597,9408
70597,4430
71576,12313
71576,12502
71576,12818
71576,475
71576,474
70777,11841
70777,13033
70777,12991
70777,11912
70777,10329
68130,10087
68130,1141
68130,5251
68130,13021
68130,13249
68130,4600
68130,12371
67641,5251
67641,430
67641,4300
67641,447
67641,72
67641,11434
70595,87
70595,32
70595,11610
70595,1267
70595,24
70595,954
70595,210
70595,30
70595,271
70595,105
70595,4430
67767,11463
67767,2133
67767,1063
67767,2879
67767,11610
67767,12462
67767,649
67767,454
67767,12980
67767,360
68009,2133
68009,872
68009,9408
68009,182
68009,12983
73397,2133
73397,13060
73397,12861
73397,13072
73397,489
69906,13526
69906,12464
69906,12993
69906,12376
69906,12465
69906,9329
70596,24
70596,9565
70596,371
70596,933
70596,8487
70596,8652
70596,13538
70596,13055
70596,9408
70596,13230
70596,12428
70596,4430
68364,13081
68364,13200
68364,5251
68364,10433
68364,5022
68364,1117
68364,11038
68866,13578
68866,13020
68866,11354
68866,4430
71251,735
71251,4300
71251,13471
71251,1348
69929,11463
69929,9586
69929,12376
69929,11309
69929,12974
71070,10172
71070,12457
71070,13459
71070,12371
69623,272
69623,12393
69623,13300
69623,4430
68244,13251
68244,12759
68244,12457
68244,5022
68244,12984
70162,13126
70162,12945
70162,8822
70162,13136
70162,13003
68153,974
68153,12298
68153,12996
68153,4989
68153,11921
68153,7190
68299,4300
68299,1275
68299,12980
68299,12846
68299,582
68299,119
70414,2
70414,5052
70414,21
70414,1354
70414,12538
70414,3635
70414,4430
67700,12426
67700,5022
67700,119
67700,4430
69009,12741
69009,12460
69009,12863
69009,97
69009,12465
69009,10329
69009,322
69009,4430
71268,13137
71268,12457
71268,12968
67150,13215
67150,13567
67150,11680
67150,4991
67150,8822
71311,12297
71311,9081
71311,13180
71311,13200
71311,10023
71311,426
71311,241
71311,11309
71311,8748
71311,12980
67980,1133
67980,12936
67980,12817
67980,4430
67980,12390
68255,191
68255,12989
68255,12712
68255,10172
68255,12376
68255,1082
73545,2133
73545,13562
73545,12936
73545,13058
73545,13003
73545,12390
69607,13173
69607,12775
69607,12822
69607,4430
68003,11901
68003,9018
68003,12426
68003,12457
71338,412
71338,11765
71338,12993
71338,4300
71338,8825
69057,11401
69057,4430
71182,12815
71182,12472
71182,10172
71182,12239
71182,8901
71182,4600
67869,1004
67869,12803
67869,12376
67869,272
67869,12974
71069,10172
71069,12457
71069,13459
71069,12371
70972,4430
68370,12699
68370,694
68370,10144
68370,13027
72707,232
72707,8540
72707,13068
72707,13157
72707,8822
72707,12972
68740,13413
68740,13299
68740,12714
68740,4430
70088,12882
70088,12448
70088,12875
70088,13059
70088,536
70088,4430
70388,11901
70388,13100
70388,694
70388,12586
70388,234
70388,12491
70388,4430
73505,12471
73505,13523
73505,12484
73505,12972
68635,11401
68635,1209
68635,30
68635,2909
68635,1519
68635,199
68635,479
68635,198
68635,4430
61150,13241
61150,4430
69963,2133
69963,5251
69963,430
69963,13283
69963,12373
69963,12983
67545,12699
67545,13257
67545,13070
67545,12462
67545,8822
69131,12744
69131,7964
69131,894
69131,12771
69131,8822
70103,5251
70103,1133
70103,13518
70103,13046
70103,12714
70103,13003
67176,13180
67176,2133
67176,5251
67176,13552
67176,9233
67176,12494
70973,4430
70076,12492
70076,12777
70076,9038
70076,536
70076,4430
70076,758
71578,663
71578,13553
71578,774
71578,4300
71578,110
71578,12974
71578,7413
69224,12313
69224,5251
69224,11748
69224,8027
69224,13232
70970,4430
71034,11901
71034,13053
71034,430
71034,13376
71034,72
71034,8822
71785,1141
71785,13021
71785,11680
71785,2879
71785,12978
71785,8822
67640,5251
67640,430
67640,4300
67640,447
67640,72
67640,11434
68579,11401
68579,9484
68579,4430
70295,1141
70295,12371
70295,4430
71342,13025
71342,12862
71342,12457
71342,13556
70254,9018
70254,13215
70254,11092
70254,12980
70254,12447
70254,8822
70333,11401
70333,277
70333,4430
70127,4306
70127,9484
70127,11354
70127,12371
70127,8822
71137,13053
71137,8648
71137,8094
71137,11921
69082,12744
69082,12765
69082,12993
69082,11347
69082,13167
68140,87
68140,10023
68140,26
68140,4430
73508,13141
73508,11748
73508,13551
73508,13027
73508,13232
69346,13215
69346,2133
69346,12902
69346,12993
69346,10759
69760,12259
69760,12480
69760,12771
69760,12368
69760,11921
70971,4430
71949,1338
71949,13215
71949,13270
71949,13018
71949,12376
72708,8540
72708,13068
72708,9443
72708,13027
71337,11765
71337,12993
71337,4300
71337,8825
69928,11463
69928,12376
69928,182
69928,12974
69928,13062
72706,8540
72706,13068
72706,12460
72706,13556
72706,13298
72706,13297
72706,13157
72706,13167
72706,8822
70287,5178
70287,12535
70287,277
70287,12635
70287,12674
70287,4430
73504,5634
73504,11486
73504,13133
70404,24
70404,25
70404,4430
68243,13251
68243,12759
68243,12457
68243,5022
68243,12984
70968,4430
71142,12624
71142,426
71142,4300
71142,9432
71142,489
70084,5251
70084,13250
70084,774
70084,12376
70084,536
70084,489
70084,13236
67719,10172
67719,8504
67719,425
67719,616
67719,12771
67719,13027
73360,13558
73360,13571
73360,632
73360,13167
70532,12712
70532,11434
70532,12480
70532,9364
70532,4430
67544,12699
67544,13070
67544,12462
67544,8822
69422,11575
69422,13154
69422,4430
68870,13578
68870,13020
68870,11354
68870,13046
71795,12376
71795,13208
71795,12825
71795,13079
68128,10087
68128,1141
68128,5251
68128,13021
68128,13249
68128,4600
68128,12371
70969,4430
70563,11575
70563,5251
70563,7375
70563,4300
70563,13154
69738,13200
69738,10172
69738,13247
69738,13105
69738,13058
69738,101
69738,12948
69738,13221
70967,4430
69146,13040
69146,12771
69146,1156
69146,4430
38121,11901
38121,8901
38121,8671
38121,805
38121,101
38121,11488
38121,4430
67138,506
67138,12174
67138,13278
67138,12376
67138,479
67138,12980
67138,63
67766,11463
67766,2133
67766,11610
67766,13058
67766,12980
67766,360
73027,13459
73027,4600
73027,13015
71429,13180
71429,12922
71429,12934
71429,13027
71429,12842
69905,13526
69905,12464
69905,12993
69905,12376
69905,12465
69905,9329
70391,97
70391,28
70391,4731
70391,116
70391,5752
70391,4430
68363,13081
68363,13200
68363,5251
68363,10433
68363,5022
68363,1117
68363,11038
71423,9799
71423,13283
71423,13167
71423,519
70966,4430
70161,11482
70161,13031
70161,1052
70161,12980
70161,12945
70161,8822
70161,13003
70283,9565
70283,3637
70283,94
70283,292
70283,189
70283,127
70283,13449
70283,4430
67922,8542
67922,2133
67922,12803
67922,11579
67922,63
67922,758
69495,12966
69495,10432
69495,4300
69495,12974
69495,13015
73507,12313
73507,1863
73507,12856
73507,12991
73507,13253
67295,12712
67295,10445
67295,10172
67295,12457
67295,4991
67295,13260
67295,1156
67639,5251
67639,430
67639,4300
67639,447
67639,72
67639,11434
70280,11401
70280,532
70280,4430
67149,10172
67149,430
67149,13567
67149,11680
67149,4991
67149,8822
73712,11841
73712,11575
73712,12762
73712,13586
73712,12996
73712,10329
68512,7334
68512,676
68512,13100
68512,10581
68512,8381
68512,114
68512,4430
73509,13017
73509,13167
73509,12845
71310,13180
71310,13200
71310,10023
71310,426
71310,241
71310,9081
71874,13137
71874,9457
71874,12457
71874,12489
71874,13449
70964,4430
70326,11306
70326,12399
70326,4430
72709,8540
72709,11560
72709,13068
72709,13298
72709,13297
72709,13157
72709,13027
71790,12698
71790,12369
71790,13276
71790,9550
71790,8822
71354,12989
71354,5127
71354,10172
71354,11765
71354,12426
71354,942
71354,552
71354,13471
71354,4300
70327,5106
70327,483
70327,155
70327,4430
71181,12744
71181,8901
71181,11757
71181,11610
71181,4600
67745,11463
67745,649
67745,4430
68151,12298
68151,12996
68151,4989
68151,11921
68151,7190
68298,4300
68298,1275
68298,12980
68298,12846
68298,119
70421,270
70421,148
70421,8331
70421,271
70421,4430
70083,5251
70083,13250
70083,774
70083,12376
70083,536
70083,489
70083,13236
70389,954
70389,10581
70389,1326
70389,955
70389,4430
69962,2133
69962,5251
69962,430
69962,12373
69962,11912
69962,12983
70965,4430
71267,13137
71267,12457
71267,1103
71267,12968
68254,191
68254,12989
68254,12712
68254,10172
68254,12376
68254,1082
67985,2133
67985,13562
67985,12936
67985,13058
67985,12390
70527,75
70527,2784
70527,4430
68242,13251
68242,12759
68242,12457
68242,5022
68242,12984
67322,13537
67322,12712
67322,10172
67322,428
67322,13235
67322,8822
70537,270
70537,271
70537,4430
71708,11463
71708,649
71708,4430
71743,306
71743,4430
73506,8504
73506,13027
73506,661
68002,11901
68002,12426
68002,12457
68324,12712
68324,1368
68324,1063
68324,11309
68324,4430
71335,600
71335,11765
71335,4300
68369,12699
68369,694
68369,10144
68369,13027
68749,13046
67838,12297
67838,12999
67838,121
67838,613
67838,4430
67844,5251
67844,121
67844,12457
67844,13036
67844,613
67844,12991
67844,12999
69598,5251
69598,13060
69598,4600
69598,11851
69598,8704
69598,234
69598,13136
70407,5268
70407,13042
70407,132
70407,4430
69942,479
69942,198
69942,4430
70252,13215
70252,12385
70252,11092
70252,12980
70252,12447
70252,8822
67175,13180
67175,2133
67175,5251
67175,13552
67175,9233
67175,12494
72737,1231
72737,958
72737,4402
72737,101
72737,4430
67868,1004
67868,12803
67868,12376
67868,272
67868,12974
70223,10023
70223,5251
70223,1405
70223,8825
70223,12489
70223,13027
70223,9038
71317,12979
71317,4300
71317,442
71768,11901
71768,6001
71768,519
71768,12972
71768,12765
71768,12715
71768,12431
71768,8504
71768,820
71768,425
71768,13167
69223,12313
69223,5251
69223,11748
69223,8027
69223,13232
70263,4150
70263,13251
70263,12174
70263,12845
70263,4430
69494,12966
69494,10432
69494,4300
69494,13145
69494,582
69494,12974
69494,13015
70412,211
70412,1247
70412,13449
70412,11419
70412,4430
71136,13053
71136,8648
71136,8094
71136,9224
71136,11921
71033,430
71033,12174
71033,72
71033,9286
71033,8822
67638,5251
67638,430
67638,4300
67638,447
67638,72
67638,11434
69345,13215
69345,2133
69345,13106
69345,12902
69345,12993
69345,10759
67543,12699
67543,13070
67543,12462
67543,8822
69282,2879
69282,12993
69282,4300
69282,12494
69618,5251
69618,13459
69618,4600
69618,11487
69618,12371
69618,4544
68577,412
68577,13175
68577,536
68577,4430
70058,87
70058,12452
70058,13055
70058,12457
69081,12744
69081,12765
69081,12993
69081,11347
69081,13167
68352,13081
68352,11610
68352,1117
68352,4430
70277,11401
70277,12741
70277,4430
67137,12174
67137,8933
67137,12376
67137,479
67137,12980
67137,63
68869,12989
68869,13419
68869,10172
68869,12996
68869,13020
68869,11354
68869,13046
69130,12744
69130,12993
69130,7964
69130,894
69130,12771
69130,8822
67765,11463
67765,2133
67765,11610
67765,12980
67765,360
71372,13081
71372,12313
71372,12422
71372,5251
71372,12844
71372,593
71372,12997
67903,12773
67903,13298
67903,13297
67903,12435
67903,4430
70102,5251
70102,1133
70102,13518
70102,13046
70102,12714
70102,13003
69561,10172
69561,12239
69561,8901
69561,11757
69561,11610
69561,479
69561,4600
71374,11482
71374,13162
71374,13052
71374,5251
71374,13250
71374,362
71374,4074
71374,13536
71374,658
71374,13046
71374,13050
71374,3885
69927,11463
69927,12376
69927,182
69927,12974
69927,13062
71954,3832
71954,13538
71954,12457
71954,13087
71954,13449
71954,918
72740,11401
72740,4430
71316,12996
71316,11306
71316,4300
71316,12980
71316,12334
71316,9580
68241,13251
68241,12759
68241,12457
68241,5022
68241,12984
70117,616
70117,4306
70117,9484
70117,12974
70117,12371
70117,8822
69737,13200
69737,10172
69737,13247
69737,13058
69737,13105
